data_case,variant,sharing,alpha,seed,round,cum_mb,pooled_val,pooled_test
unfiltered,fedgen_gmm,partial,10.0,seed_123,9,0.196075439453125,0.620373829109749,0.6185813943557948
unfiltered,fedgen_gmm,partial,10.0,seed_123,10,0.2156829833984375,0.6290094812247504,0.619782974391632
unfiltered,fedgen_gmm,partial,10.0,seed_123,11,0.23529052734375,0.6349504187927217,0.6278755708599051
unfiltered,fedgen_gmm,partial,10.0,seed_123,12,0.2548980712890625,0.5916723183181256,0.5959322986379492
unfiltered,fedgen_gmm,partial,10.0,seed_123,13,0.274505615234375,0.6295645910664684,0.6133772317110009
unfiltered,fedgen_gmm,partial,10.0,seed_123,14,0.2941131591796875,0.6339252769665785,0.6338030247996884
unfiltered,fedgen_gmm,partial,10.0,seed_123,15,0.313720703125,0.6204862203110012,0.6186505459642715
unfiltered,fedgen_gmm,partial,10.0,seed_123,16,0.3333282470703125,0.5868087245809398,0.5878718991164092
unfiltered,fedgen_gmm_full,full,10.0,seed_123,0,8.305740356445312,0.6406407225556161,0.6403907995017183
unfiltered,fedgen_gmm_full,full,10.0,seed_123,1,16.611480712890625,0.6510497452299706,0.6487993820505777
unfiltered,fedgen_gmm_full,full,10.0,seed_123,2,24.917221069335938,0.6522953906057787,0.6498021923972506
unfiltered,fedgen_gmm_full,full,10.0,seed_123,3,33.22296142578125,0.6534374164286555,0.6501331633032301
unfiltered,fedgen_gmm_full,full,10.0,seed_123,4,41.52870178222656,0.6542351015692693,0.6491521382831844
unfiltered,fedgen_gmm_full,full,10.0,seed_123,5,49.834442138671875,0.6535748745761262,0.6490677778017934
unfiltered,fedgen_gmm_full,full,10.0,seed_123,6,58.14018249511719,0.6526733559399391,0.6498030226910056
unfiltered,fedgen_gmm_full,full,10.0,seed_123,7,66.4459228515625,0.6514317398172216,0.6467514427342443
unfiltered,fedgen_gmm_full,full,10.0,seed_123,8,74.75166320800781,0.6517717659895381,0.6473359695379718
unfiltered,fedgen_gmm_full,full,10.0,seed_123,9,83.05740356445312,0.6505182047359769,0.6458798056216423
unfiltered,fedgen_paper_full,full,10.0,seed_123,0,8.389549255371094,0.6436225481281803,0.6399298414956043
unfiltered,fedgen_paper_full,full,10.0,seed_123,1,16.779098510742188,0.6544757513843872,0.6487980509447162
unfiltered,fedgen_paper_full,full,10.0,seed_123,2,25.16864776611328,0.652146807440925,0.6480898894470455
unfiltered,fedgen_paper_full,full,10.0,seed_123,3,33.558197021484375,0.6524006860427385,0.648197761738904
unfiltered,fedgen_paper_full,full,10.0,seed_123,4,41.94774627685547,0.6538232619834622,0.6498949876088542
unfiltered,fedgen_paper_full,full,10.0,seed_123,5,50.33729553222656,0.6555576593248683,0.6505909846440465
unfiltered,fedgen_paper_full,full,10.0,seed_123,6,58.726844787597656,0.6547964157476047,0.6483841429180688
unfiltered,fedgen_paper_full,full,10.0,seed_123,7,67.11639404296875,0.6547576921294067,0.6501685232737929
unfiltered,fedgen_paper_full,full,10.0,seed_123,8,75.50594329833984,0.6519539024920753,0.646507547238443
unfiltered,fedgen_paper_full,full,10.0,seed_123,9,83.89549255371094,0.6489814190815442,0.6442800272441787
unfiltered,fedgen_paper_full,full,10.0,seed_123,10,92.28504180908203,0.6453639699196646,0.6407695057089945
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,0,8.389549255371094,0.6439013510477841,0.6416613334570427
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,1,16.779098510742188,0.6510428990654272,0.6479805278981338
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,2,25.16864776611328,0.6507560019825351,0.6492343110064267
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,3,33.558197021484375,0.6522401220899344,0.6488753078017565
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,4,41.94774627685547,0.6521490538386658,0.6495274178813117
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,5,50.33729553222656,0.6552949021034128,0.6502407456512376
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,6,58.726844787597656,0.6530595580658158,0.6484933331365229
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,7,67.11639404296875,0.6542968596785869,0.6506285323727581
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,8,75.50594329833984,0.6526600914961365,0.648295051080199
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,9,83.89549255371094,0.6473574874576126,0.6445741357432764
unfiltered,fedgen_paper_full_medoid,full,10.0,seed_123,10,92.28504180908203,0.6468117197779275,0.6425723370370585
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,0,8.389549255371094,0.6436225481281803,0.6399298414956043
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,1,16.779098510742188,0.6543580472741924,0.6488659900607248
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,2,25.16864776611328,0.6527497334631253,0.6493885611351882
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,3,33.558197021484375,0.652521314035707,0.6483795697127817
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,4,41.94774627685547,0.6539001030490392,0.6497492644651669
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,5,50.33729553222656,0.6571110255340543,0.6490471917883683
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,6,58.726844787597656,0.6526794533052356,0.6457926511358683
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,7,67.11639404296875,0.651256485136335,0.6453697021327742
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,8,75.50594329833984,0.6494175055001088,0.6418651771636005
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,9,83.89549255371094,0.6434854465517795,0.6394136360065981
unfiltered,fedgen_paper_full_no_proto,full,10.0,seed_123,10,92.28504180908203,0.6389725761190092,0.6329312822529587
unfiltered,fedgen_paper_partial,partial,10.0,seed_123,0,0.10341644287109375,0.600354609929078,0.5992346536673415
unfiltered,fedgen_paper_partial,partial,10.0,seed_123,1,0.2068328857421875,0.6118947116944613,0.6104676188071289
unfiltered,fedgen_paper_partial,partial,10.0,seed_123,2,0.31024932861328125,0.6257284568673804,0.6218838943571128
unfiltered,fedgen_paper_partial,partial,10.0,seed_123,3,0.413665771484375,0.616911595334624,0.6150833008684082
unfiltered,fedgen_paper_partial,partial,10.0,seed_123,4,0.5170822143554688,0.6151021397829909,0.6196597746134653
unfiltered,fedgen_paper_partial,partial,10.0,seed_123,5,0.6204986572265625,0.610709540772119,0.617210025836633
unfiltered,fedgen_paper_partial,partial,10.0,seed_123,6,0.7239151000976562,0.6076058748649488,0.6067982607586302
unfiltered,fedgen_paper_partial,partial,10.0,seed_123,7,0.82733154296875,0.6123920213657384,0.6095158385782419
unfiltered,fedgen_paper_partial_medoid,partial,10.0,seed_123,0,0.10341644287109375,0.620988700262793,0.6200966672799418
unfiltered,fedgen_paper_partial_medoid,partial,10.0,seed_123,1,0.2068328857421875,0.6104275643699923,0.6080522679144444
unfiltered,fedgen_paper_partial_medoid,partial,10.0,seed_123,2,0.31024932861328125,0.6149029591833096,0.6181303998747443
unfiltered,fedgen_paper_partial_medoid,partial,10.0,seed_123,3,0.413665771484375,0.6072030565272117,0.6046425545845658
unfiltered,fedgen_paper_partial_medoid,partial,10.0,seed_123,4,0.5170822143554688,0.5993339252413095,0.6027037132318248
unfiltered,fedgen_paper_partial_medoid,partial,10.0,seed_123,5,0.6204986572265625,0.6094682099062575,0.6187771196345231
unfiltered,fedgen_paper_partial_no_proto,partial,10.0,seed_123,0,0.10341644287109375,0.600354609929078,0.5992346536673415
unfiltered,fedgen_paper_partial_no_proto,partial,10.0,seed_123,1,0.2068328857421875,0.6037910636158446,0.607741777587762
unfiltered,fedgen_paper_partial_no_proto,partial,10.0,seed_123,2,0.31024932861328125,0.6161966703393487,0.6183518642598866
unfiltered,fedgen_paper_partial_no_proto,partial,10.0,seed_123,3,0.413665771484375,0.6107546113553624,0.6144297674281294
unfiltered,fedgen_paper_partial_no_proto,partial,10.0,seed_123,4,0.5170822143554688,0.6074583257561981,0.6035653868193634
unfiltered,fedgen_paper_partial_no_proto,partial,10.0,seed_123,5,0.6204986572265625,0.6060898059896809,0.6094850386337002
unfiltered,fedgen_paper_partial_no_proto,partial,10.0,seed_123,6,0.7239151000976562,0.5883368455583724,0.59960836493282
unfiltered,fedgen_paper_partial_no_proto,partial,10.0,seed_123,7,0.82733154296875,0.6004816205441987,0.6102677025218262
unfiltered,fedgen_partial,partial,10.0,seed_123,0,0.1033782958984375,0.628100973795592,0.6278517559263205
unfiltered,fedgen_partial,partial,10.0,seed_123,1,0.206756591796875,0.5891098203238379,0.5911038636863251
unfiltered,fedgen_partial,partial,10.0,seed_123,2,0.3101348876953125,0.6145487414824086,0.6190578248201426
unfiltered,fedgen_partial,partial,10.0,seed_123,3,0.41351318359375,0.5889002278489137,0.5864204270187604
